institution_code,institution_name
10104,Escuela Monsenor Carlos Oviedo
10105,Escuela Federico Acevedo Salazar
10106,Liceo Bicentenario Poeta Pablo Neruda
10107,Escuela Basica Paulo Freire
10108,Escuela Leonardo Da Vinci
10109,Escuela Doctor Treviso Girardi Tonelli
10113,Escuela Elvira Santa Cruz Ossa
10114,Escuela Basica N°389 Republica De Estados Unidos
10116,Colegio Neptuno
10117,Escuela Maria Luisa Bombal
10119,Escuela Poeta Vicente Huidobro
10121,Escuela Ciudad Santo Domingo De Guzman
10122,Escuela Prof. Manuel Guerrero Ceballos
10123,Escuela Basica Melvin Jones
10124,Escuela San Daniel
10125,Escuela Sargento Candelaria
10126,Complejo Educacional Cerro Navia
10130,Liceo Ciudad De Brasilia
10134,Esc.Comodoro Arturo Merino Benitez
10135,Escuela Lo Boza
696,Escuela Municipal La Ortiga
10239,Escuela Estado De Michigan
10240,Escuela Luis Cruz Martinez
10241,Escuela Basica El Manio
644,Escuela De Puerto Aldea
10251,Liceo Poeta Federico Garcia Lorca
10253,Liceo Poliv. Abdon Cifuentes
10259,Liceo Alberto Blest Gana
10260,Escuela Unesco
10263,Escuela D-114
10264,Escuela Sol Naciente
10265,Escuela Horacio Johnson Gana
10266,Escuela Dra.Eloisa Diaz Insunza
6397,Liceo Municipal Barros Arana
6399,Escuela Horizontes
6400,Escuela Isla Llican
6407,Escuela Nohualhue
6410,Escuela Malalhue
6411,Escuela Puyehue
6413,Escuela De Ruca-Cura
6415,Escuela Los Troncos
6398,Complejo Educacional Nueva Alborada
10271,Escuela Araucarias De Chile
10273,Escuela Valle Del Inca
10278,Escuela Pedro Aguirre Cerda
10279,Escuela Allipen
10280,Escuela Básica Poeta Eusebio Lillo
697,Escuela Municipal Alcohuaz
10281,Escuela Atenea
10283,Escuela Aviador Dagoberto Godoy F.
10288,Escuela Basica Likan-Antai
10301,Escuela Camilo Henriquez
6623,Escuela Arenas Blancas
6628,Esc. Basica Lifko
6633,Esc. Basica Santa Maria De Boroa
6757,Liceo Politecnico Benjamin Vicuna Mackenna
6759,Escuela Chile
6764,Escuela Espana
6765,Colegio Deportivo Municipal De Valdivia
6766,Colegio Teniente Hernan Merino Correa
6767,Escuela Leonardo Da Vinci
6770,Colegio Bicentenario De Musica Juan Sebastian Bach
6773,Escuela Las Animas
6797,Escuela Rural Curinanco
7015,Liceo Bicentenario De Excelencia Carlos Haverbeck Richter
7016,Escuela Basica De Corral
7018,Escuela Rural Tres Chiflones Alto
7020,Escuela Rural Carboneros
7023,Escuela Rural La Aguada
7024,Escuela Rural San Carlos
7025,Escuela Rural El Huape
7030,Escuela Rural Las Coloradas
7031,Liceo Bicentenario Gabriela Mistral
7032,Escuela Artística Alabama
7037,Escuela Rural Santa Higidia
7038,Escuela Rural Huillicoihue
7039,Escuela Rural Enrique Taladriz
7040,Escuela Rural Runca
10887,Escuela De Chitita
10897,Escuela De Illapata
4785,Colegio Santa Bernardita
10905,Escuela Basica Fuerte Baquedano
10916,Escuela Caleta Chanavayita
10917,Liceo S.S Juan Pablo Segundo
10967,Liceo Eleuterio Ramirez Molina
10970,Liceo Jorge Alessandri Rodriguez
11025,Escuela Fronteriza
11027,Escuela Hornitos
11031,Escuela Sara Cruz Alvayay
11033,Escuela Básica Angelina Salas Olivares
11036,Escuela José Joaquín Vallejos
11038,Liceo General Ramón Freire
11139,Liceo Fernando Binvignat Marin
11155,Liceo Jorge Alessandri Rodriguez
11263,Centro Parvulario De Chimbarongo
11398,Escuela Maule
11418,Escuela Los Quiques
645,Escuela De El Tangue
11548,Escuela Claudio Matte
11609,Escuela Municipal Melimoyu
11612,Escuela Basica Ribera Sur
11676,Escuela Basica La Huerta
11704,Escuela Puerta De La Cordillera
7738,Escuela Rural Hardy Minte Bartsch
7740,Escuela Rural Epson De Ensenada
7741,Escuela Rural Ricardo Roth Schutz
11687,Escuela Republica Argentina de Punta Arenas
12018,Escuela El Rodeo
7939,Escuela Rural Linea Sin Nombre
7940,Escuela Rural Parga
7941,Liceo Carlos Ibañez Del Campo
7944,Escuela Rural Santa Monica
7945,Escuela Rural El Peuchen
7956,Liceo Politecnico Holanda
7958,Escuela Ines Gallardo Alvarado
7959,Escuela Basica Gabriela Mistral
12058,Escuela Basica Los Libertadores
12117,Complejo Educacional J. Miguel Carrera
12171,Escuela Basica Humberto Vilchez Alzamora
12255,Colegio Alcazar
12314,Escuela Atenas
12332,Liceo Politecnico De Con Con
12501,Escuela Jorge Alessandri Rodriguez
12542,Escuela Caleta San Marcos
12550,Oasis En El Desierto
12551,Lic.Padre Alberto Hurtado Cruchaga
12554,Escuela De Soga
12538,Escuela Chipana
12562,Escuela Laonzana
4984,Escuela Rosita Renard
12623,Escuela San Andres De Pica
12632,Colegio Simon Bolivar
12664,Escuela San Santiago De Macaya
12668,Escuela Sotoca
9406,Liceo Andres Bello
12759,Liceo Camiña
12810,Escuela Kamac Mayu
12811,Escuela De Parvulos Quilla Antay
8413,Escuela Coronel Santiago Bueras
8415,Escuela Capitan Juan Ladrillero
8417,Escuela Baudilia Avendano De Youssuf
8419,Esc. Prof. Miguel S. Montecinos C.
8420,Esc. De Concentracion Fronteriza Dorotea
8423,Esc.Hogar Mun.Fronteriza Ramon Serrano M
8424,Instituto Superior De Comercio Liceo Bicentenario
8425,Liceo Polivalente Maria Behety De Menendez
8427,Liceo Industrial Armando Quezada Acharan
8429,Liceo Luis Alberto Barrera
12842,Liceo Bicentenario Agropecuario Likan Antai
12882,Escuela De Parvulos Inti Panni
8430,Liceo Polivalente Sara Braun
13154,Escuela El Chañar
13163,Escuela Carlos María Sayago
13167,Escuela Edmundo Quezada Araya
13168,Liceo El Palomar
13170,Escuela Basica Sara Cortes Cortes
13177,Escuela De Desarrollo Artístico Caldera
13181,Escuela Emilia Schwabe Rumohr
13202,Liceo Bicentenario De Vallenar
8579,Escuela Basica Union Latinoamericana
18218,Colegio Nuevos Horizontes
13358,Escuela Juan Rendic
13463,Colegio Carlos Condell De La Haza
13557,Escuela Basica Republica De Italia
13558,Instituto De Adm. Y Comercio Estado De Israel
13559,Escuela Republica De Grecia
13560,Escuela Padre Alberto Hurtado Cruchaga
13561,Lic.De Cienc.Y Hum.San Josemaria Escriva
13562,Escuela Juan Pablo Ii
9116,Liceo Municipalizado Manuel Rojas
9122,Escuela Julio Montt Salamanca
9125,Escuela Basica
13563,Colegio Nuestra Señora Del Rosario
13576,Liceo Tecnico Profesional Educador Juan Bautista De La Salle
14213,Colegio Valle De Narau
9405,Liceo Betsabe Hormazabal De Alarcon
9410,Escuela  Consolidada Davila
9411,Centro Educacional Horacio Aravena A.
9413,Escuela General Basica Santa Fe
9414,Colegio Ciudad De Frankfort
9415,Escuela Territorio Antartico
9416,Escuela Poetas De Chile
9418,Escuela La Victoria
9419,Liceo Municipal Enrique Backausse
9421,Liceo Municipal San Joaquin
9422,Escuela Centro Educ. Rep. Mexicana
14470,Liceo Politécnico Marga Marga
14720,Liceo Gastronomia Y Turismo
15608,Escuela Pedro Morales Barrera
16506,Escuela Chacarillas
16751,Liceo Bicentenario De Cauquenes
17636,Escuela Centro Ecoeducativo Las Trancas
17709,Escuela Balmaceda Saavedra L.
17723,Escuela Diego Portales
18065,Escuela Nueva Republica
18112,Liceo Bicentenario Ines Enriquez Frodden
20053,Liceo Tecnico Profesional Hualpin
25539,Ejercito Libertador De Cerrillos
20248,Liceo Municipal Trovolhue
22105,Escuela Basica Fresia
22134,Escuela Rural Bonifacio
22145,Escuela Rural El Mirador
22309,Colegio Inglés Mabel Condemarín
22310,Escuela Rural Yerbas Buenas
22333,Escuela Francia
22415,Inst. Superior De Administracion Y Turismo
22476,Colegio San Jose
22483,Liceo Bicentenario De Excelencia Altamira
22493,Escuela Vicente Perez Rosales
22519,Colegio Mirador Del Lago
22531,Escuela Claudio Arrau Leon
22532,Escuela El Bosque
22540,Instituto Italia De Valdivia
22558,Escuela Nueva Collilelfu
24201,Liceo Bicentenario Austral Lord Cochrane
24203,Liceo Raul Broussain Campino
24204,Liceo Arturo Prat Chacon
24210,Esc. Part.Madre De La Divina Providencia
24216,Escuela Basica De Chile Chico
24229,Escuela Litoral Austral
24240,Liceo Bicentenario Altos Del Mackay
24300,Liceo Gabriela Mistral
24302,Escuela General Manuel Bulnes P.
24307,Liceo Juan Bautista Contardi
24313,Escuela Villa Las Nieves
24318,Escuela Padre Alberto Hurtado Cruchaga
24322,Escuela Basica Rural Seno Obstruccion
24325,Escuela Rural Cerro Guido
24341,Escuela Pampa Guanaco
24412,Colegio Finlandia
24520,Esc. Bas.Municipal Mercedes Fontecilla
24889,Liceo Monsenor Enrique Alvear
25042,Escuela Basica Los Bosquinos
25173,Esc. Basica Municipal Risopatron
25182,Liceo Alcalde Jorge Indo
25186,Colegio Munic.  San Sebastian De Rinconada
25194,Escuela Municipal Valle De Luna
25314,Escuela Básica 1737 Los Alerces De Maipú
25315,Escuela Puerto Futuro
25770,Liceo Nacional De Maipu
25788,Escuela Basica Ana Frank
18012,Escuela Marta Colvin Andrade
18017,Liceo Técnico Profesional Violeta Parra Sandoval
26501,Liceo Tecnico Profesional Patricio Aylwin Azocar
31074,Liceo Bicentenario De Niñas De Maipu
31103,Liceo Bicentenario De Coronel
31299,Liceo Bicentenario De Excelencia Francisco Bilbao Barquin De Quilicura
22012,Liceo Punta De Rieles
22022,Liceo Ignacio Carrera Pinto
1529,Escuela Grecia
24999,Escuela Profesora Maria Luisa Sepulveda
25047,Escuela Antilhue De Pudahuel
1533,Escuela Alemania
31010,Liceo Bicentenario Ciudad De Los Rios Valdivi
31065,Liceo Tecnologico Bicentenario Enrique Kirberg Baltiansky
36154,J.I Y S.C Universo Infantil
40340,Liceo Bicentenario De Alto Del Carmen
450,Escuela Hermanos Carrera
452,Escuela Gabriela Mistral
1489,Liceo De Olmue
20,Escuela Tucapel
554,Escuela De Pelícana
41695,Escuela Hospitalaria. Juntos Forjando El Mañana
556,Escuela De Romero
40029,Liceo Mistraliano
2,Parvulario Las Espiguitas
5165,Escuela Huallepen Alto
4,Liceo Octavio Palma Perez
5,Jovina Naranjo Fernandez
7,L. Poli. Antonio Varas De La Barra
8,Colegio Integrado Eduardo Frei Montalva
9,Escuela Republica De Israel
10,Escuela Republica De Francia
11,Esc. Gral. Pedro Lagos Marchant
13,Escuela Manuel Rodriguez Erdoyza
14,Escuela Romulo J. Pena Maturana
15,Liceo Bicentenario Artistico Dr. Juan Noe Crevani
16,Escuela Regimiento Rancagua
17,Escuela Subtte. Luis Cruz Martinez
18,Esc. Comte. Juan Jose San Martin
19,Esc. Humberto Valenzuela Garcia
22,Escuela Gabriela Mistral
25,Colegio Centenario De Arica
27,Escuela Esmeralda
28,Escuela Ricardo Silva Arriagada
29,Escuela America
31,Escuela Dario Salas Diaz
32,Liceo Agricola Jose Abelardo Nunez M.
33,Escuela Carlos Condell De La Haza
35,Escuela Gral. Manuel Baquedano
36,Escuela Ignacio Carrera Pinto
38,Escuela España
39,Escuela Pampa Algodonal
41,Escuela Valle De Chaca
70,Escuela Valle De Esquina
72,Liceo Valle De Codpa
42,Escuela Molinos Lluta
75,Escuela Valle De Guanacagua
76,Escuela Valle De Cuya
78,Liceo Granaderos
79,Escuela El Marquez
81,Escuela Payachatas
82,Escuela San Francisco De Asis
84,Escuela Los Alamos
86,Escuela San Santiago De Belen
87,Escuela Ancolacane
89,Escuela Humapalca
90,Escuela Internado Visviri
91,Escuela Cosapilla
92,Escuela Chislluma
93,Escuela Chujlluta
94,Escuela Guacoyo
95,Escuela Colpitas
97,Inst. Com. De Iquique Baldomero Wolnitzky
107,Liceo Libert. Gral.Bernardo O´higgins
108,Liceo Politec. Jose Gutierrez De La Fuen
5329,Escuela Basica Cruzaco
110,Liceo Bicentenario Domingo Santa Maria De Iqq.
112,Escuela Eduardo Llanos
113,Escuela Almirante Patricio Lynch
114,Escuela Placido Villarroel
116,Colegio Republica De Croacia
124,Liceo Luis Cruz Martinez
125,Escuela Profesor Manuel Castro Ramos
126,Colegio Republica De Italia
154,Escuela Basica Fronteriza
156,Escuela Pisagua
159,Escuela Jaina
160,Escuela Pachica
161,Liceo De Huara
162,Escuela Sibaya
165,Escuela Chusmiza
167,Escuela Camina
168,Escuela Cuisama
169,Escuela Quistagama
170,Escuela Nama
171,Escuela Apamilca
172,Escuela Chapiquilta
122,Escuela Thilda Portillo Olivares
173,Escuela Moquella
174,Escuela Francia
175,Escuela Yala Yala
177,Escuela Basica Cariquima
178,Liceo Tecnico Profesional Colchane
123,Colegio España
185,Escuela Basica Pisiga-Choque
198,Escuela Basica La Huayca
199,Liceo Domingo Latrille Lastaunou
200,Liceo Politecnico Diego Portales P.
201,Escuela Carlos Condell De La Haza
203,Escuela Pablo Neruda
204,Escuela L.Gral.Bernardo O´higgins R.
205,Escuela Arturo Prat Chacon
206,Escuela Estados Unidos De Norteamerica
210,Escuela Arturo Perez Canto
211,Liceo H.C. T.P. Maria Elena
214,Escuela Ignacio Carrera Pinto
217,Liceo Bicentenario Luis Cruz Martinez
218,Liceo Francisco De Aguirre
219,Liceo Bicentenario Politecnico Cesareo Aguirre Goyenechea
220,Liceo Minero América
223,Escuela Claudio Arrau
224,Escuela Grecia
225,Escuela Republica De Bolivia
226,Escuela Basica Emilio Sotomayor
227,Escuela Basica Presidente Balmaceda
228,Escuela Basica Vado De Topater
230,Escuela Basica Andres Bello
231,Escuela Basica John Fitzgerald Kennedy
232,Escuela Basica Pedro Vergara Keller
236,Escuela De Parvulos Las Abejitas
237,Escuela De Parvulos Llamito Blanco
239,Escuela Basica 21 De Mayo
240,Escuela Basica Republica De Francia
241,Escuela Parvularia Las Ardillas
243,Escuela Basica Pukara
244,Escuela De Parvulos Los Enanitos
245,Escuela De Parvulos Papelucho
246,Escuela Basica Senora De La Candelaria
248,Escuela Basica San Jose
252,Escuela Basica San Francisco
265,Escuela De Parvulos Los Conejitos
268,Esc. Basica Rural San Antonio De Padua
270,Complejo Educacional Toconao
271,Escuela Basica Camar
273,Escuela Basica Solor
274,Escuela Basica San Roque
275,Escuela Basica Andina
276,Escuela Basica Talabre
277,Escuela Basica San Bartolome
229,"Escuela Republica De Chile ""D54"""
380,Escuela Básica Diego Portales Palazuelos
381,Escuela Básica Pedro Lujan
382,Escuela Básica Gaspar Cabrales
384,Liceo Bicentenario  Manuel Magalhaes Medling
386,Escuela Aliro Lamas Castillo
387,Escuela Básica Emperatriz Sepúlveda Landeros
396,Instituto Comercial Alejandro Rivera Díaz
399,Liceo José Antonio Carvajal
400,Liceo Bicentenario Mercedes Fritis Mackenney
401,Escuela Bernardo O Higgins
403,Escuela Laura Robles Silva
406,Escuela Vicente Sepúlveda Rojo
407,Escuela Jesús Fernández Hidalgo
410,Escuela José Manso De Velasco
1869,Escuela Los Maquis
2448,Liceo Eduardo Charme
411,Escuela Las Canteras
413,Escuela Las Brisas
415,Liceo De Música De Copiapó Hugo Garrido Gaete
416,Escuela Abraham Sepúlveda Pizarro
417,Colegio Buen Pastor
418,Escuela Isabel Peña Morales
419,Escuela Hernán Márquez Huerta
420,Liceo Fernando Ariztía Ruiz
421,Escuela Bruno Zavala Fredes
423,Escuela San Pedro
427,Escuela Luis Cruz Martínez
438,Liceo Manuel Blanco Encalada
439,Escuela Totoral
441,Escuela De Concentración
442,Escuela Victor Manuel Sánchez Cabañas
444,Escuela Luis Uribe Orrego
445,Escuela Paul Harris
446,Escuela Amolanas
447,Escuela San Antonio
453,Escuela Ignacio Carrera Pinto
455,Escuela República De Los Estados Unidos
459,Escuela Básica España
461,Escuela Luis Cruz Martínez
462,Escuela José Caroca Laflor
463,Escuela Básica Roberto Cuadra Alquinta
464,Escuela Básica Gualberto Kong Fernández
467,Escuela Hernán Aravena Contreras
468,Escuela Básica Ignacio Franco Gallo
469,Escuela Básica Justino Leiva Amor
471,Escuela Básica Sara Bembow Villegas
476,Escuela Básica Sor Teresa De Los Andes
481,Escuela Básica Alejandro Noemi Huerta
482,Escuela Fortunato Soza Rodríguez
483,Escuela Samuel E. Castillo Lopez
484,Escuela De Maitencillo
487,Escuela Básica José Miguel Carrera
489,Escuela El Olivar
490,Escuela Pablo Neruda
493,Escuela Educador Arturo Alvear Ramos
495,Escuela Aglade Marín Vargas
496,Escuela De Chollay
497,Escuela De La Pampa
458,Escuela Arturo Pérez Canto
498,Escuela Algarrobilla
499,Escuela Ricardo Campillay Contreras
500,Escuela Básica Rural El Tambo
502,Escuela De Las Marquesas
516,Liceo Gabriela Mistral De La Serena
517,Liceo Gregorio Cordovez
519,Colegio Arturo Prat Chacon
521,Colegio Victor Domingo Silva
522,Colegio Javiera Carrera
523,Escuela Alonso De Ercilla
525,Colegio Japon
526,Colegio Jose Manuel Balmaceda
527,Colegio Heroes De La Concepcion
530,Colegio Gabriel Gonzalez Videla
531,Colegio Pedro Aguirre Cerda
546,Colegio Coquimbito
548,Escuela De Colonia Alfalfares
518,Liceo Tecnico Marta Brunet
508,Escuela De Chiguinto
550,Escuela De Almirante Latorre
551,Escuela De Las Rojas
560,Colegio Quebrada De Talca
561,Colegio El Romeral
562,Colegio Caleta San Pedro
564,Colegio La Estrella
578,Liceo Ignacio Carrera Pinto
597,Colegio Pedro Pablo Muñoz
598,Escuela De Punta De Choros
599,Escuela Jose Santos Ossa
602,Escuela Basica Carlos Condell
604,Escuela De Punta Colorada
606,Escuela Basica San Andres
608,Escuela De Los Choros
609,Instituto Superior De Comercio De Coquimbo
610,Liceo Industrial Jose Tomas De Urmeneta
611,Liceo Diego Portales
612,Escuela Guillermo Cereceda
613,Colegio De Artes Claudio Arrau
614,Escuela Presidente Anibal Pinto
615,Escuela Coquimbo
616,Escuela Cardenal Jose Maria Caro
617,Colegio Santa Cecilia
618,Escuela Santo Tomas De Aquino
621,Escuela Basica Mario Munoz Silva
625,Escuela Tomasa Olivares Caamano
626,Escuela Basica David Leon Tapia
628,Escuela De Penuelas
629,Colegio Pablo Neruda
630,Colegio La Herradura
631,Escuela San Rafael
632,Escuela Basica Manuel De Salas
634,Escuela De Huachalalume
635,Escuela De Totoralillo
637,Escuela Lucila Godoy Alcayaga
639,Escuela De Las Barrancas
641,Escuela De Las Cardas
642,Escuela De El Penon
657,Escuela Luis Cruz Martinez
658,Escuela Patricio Lynch
659,Escuela Padre Blas Hernandez Sanchez
6037,Escuela Puente Basa
2732,Liceo Fernando Lazcano
661,Escuela Luis Amenabar Ossa
662,Escuela De Maitencillo
666,Escuela Basica Lucila Godoy Alcayaga
669,Escuela Neftali Reyes
671,Escuela Rios De Elqui
672,Escuela De Diaguitas Juan Torres M.
673,Escuela Jose Abelardo Nunez
674,Escuela De Vinita Alta
676,Escuela De San Carlos
678,Escuela Amelia Barahona Mujica
680,Escuela Federico Barnes Payne
681,Escuela De El Arenal
682,Escuela Dagoberto Campos Nunez
683,Escuela De La Calera
686,Escuela Básica Mario Aquiles Rodriguez
687,Escuela De Huanta
688,Escuela De Chapilca
656,Liceo Bicentenario de Excelencia Pedro Regalado Videla Órdenes
691,Escuela Municipal Cielo Claro--Paihuano
693,Escuela Basica Hector Manuel Hernandez
694,Escuela Gabriela Mistral
695,Escuela Basica Santiago Bueras A.
668,Colegio Edmundo Vidal Cardenas
692,Escuela Jeronimo Godoy Villanueva
1568,Escuela Republica Argentina
1464,Liceo De Limache
1465,Escuela Coeduc Tte Hernan Merino Correa
1466,Escuela Superior Mixta Nº 88
1699,Escuela Basica Irma Salas Silva
1467,Liceo Bicentenario Colegio Pasión De Jesús De Limache
1471,Escuela Limachito
1472,Escuela Basica Los Maitenes
1473,Escuela Tabolango
1474,Escuela Basica Puente Colmo
1475,Esc. Basica Tranque Lliu Lliu
1490,Escuela Básica Quebrada De Alvarado
1491,Escuela Basica Lo Narvaez
1493,Escuela La Dormida
1495,Escuela La Ramayana
1496,Escuela Las Palmas Del Niño Dios
1498,Escuela Las Bellotas De La Vega
1506,Centro Educativo Florida
1511,Centro Educativo Reino De Suecia
1514,Escuela Hernan Olguin
1515,Liceo Eduardo De La Barra
1516,Liceo Tecnológico Alfredo Nazar Feres
1469,Liceo Héroes De Chile
1517,Liceo Matilde Brandau De Ross
1518,Liceo Maria Luisa Bombal
1519,Liceo Tecnico Profesional Baron
1526,Escuela Republica Del Paraguay
1528,Escuela Gaspar Cabrales
1534,Escuela Republica Del Uruguay
1536,Escuela America
1538,Escuela Juan Jose Latorre B
1541,Escuela Republica De El Salvador
1542,Escuela Joaquin Edwards Bello
1543,Escuela Jorge Alessandri Rodriguez
1547,Escuela Carabinero Pedro A.Cariaga M.
1548,Escuela Diego Portales Palazuelos
1549,Escuela Republica De Mexico
1550,Escuela Pacifico
1551,Escuela Montedonico
1554,Colegio Pablo Neruda
1555,Escuela Republica De Israel
1556,Escuela Eleuterio Ramirez
1563,Escuela Juan Wacquez Mourfin
1567,Escuela Basica David Ben Gurion
1569,Escuela Piloto 1° Luis Pardo Villalon
1570,Escuela Basica Cirujano Videla
1571,Escuela San Judas Tadeo
1573,Escuela Dr. Ernesto Quiroz Weber
1577,Escuela Básica Intercultural Laguna Verde
1553,Escuela España
1537,Escuela Ramon Barros Luco
1557,Escuela Villa Berlín
1664,Liceo Industrial Miraflores Alto
1672,Liceo Bicentenario José Francisco Vergara Etchevers
1674,Liceo Benjamin Vicuna Mackenna
1675,Liceo Guillermo Rivera Cotapos
1676,Liceo Bicentenario De Viña Del Mar
1677,Escuela Basica Republica Del Ecuador
1678,Escuela Unesco
1680,Escuela Orlando Pena Carvajal
